Unnamed: 0,CARNAME,ID,Make,Model,Body color,Type of finish,Interior color,Interior material,Body,Doors,Seats,VIN,Fuel,Transmission,Drive type,Power,El. motor power,CO2 emissions,Emission class,Battery type,AC charging time,DC charging time,Battery warranty (km),Range extender,Mileage,First registration,Condition,Consumption,Price,Currency,Tags,Engine capacity,Valid MOT until,Previous owners,Engine power,Battery capacity,Hybrid type,Electric range,Warranty until,Weight,Country of origin,Secondary drive,Energy efficiency,Full service history,Battery capacity1
962,mercedes-benz glb-200,61021809,Mercedes-Benz,GLB 200,White,,,Cloth interior,SUV / offroad,4/5 doors,5,W1N4M8JB0PW318155,Petrol,Automatic,4x4,120 kW,,153 g/km,,,,,,,23 km,1/2023,New,6.4 l/100km (combined),60349,EUR,LED headlights; Heated front seats; Keyless ignition; Panoramic roof; Voice control; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Adaptive lighting,1 332 ccm,,,,,,,,,,,,,
963,volkswagen t6-transporter,61021808,Volkswagen,T6 Transporter,Grey,Metallic,Black interior,Cloth interior,Cargo VAN,4/5 doors,4,not published by the seller,Diesel,Manual,4x2,110 kW,,159 g/km,Euro 6,,,,,,80 800 km,2/2017,,6 l/100km (combined); 7.2 l/100km (city); 5.3 l/100km ,36599,EUR,Navigation system; Bluetooth; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system; CD player; USB,1 968 ccm,,2.0,,,,,,,,,,,
964,opel mokka-x,61021820,Opel,Mokka X,Grey,,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,103 kW,,149 g/km,Euro 6,,,,,,55 600 km,5/2017,Used,6.2 l/100km (combined),16949,EUR,Android auto; Automatic multi-zone A/C; Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; On-board computer,1 364 ccm,,,,,,,06/2024,,,,,,
965,audi s5,61021805,Audi,S5,Black,Metallic,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,251 kW,,167 g/km,Euro 6d,,,,,No,31 932 km,1/2022,,6.4 l/100km (combined); 8.2 l/100km (city); 5.3 l/100km ,65799,EUR,Laser headlights; Heated rear seats; Digital cockpit; Keyless entry; Electric adjustable front seats; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming,2 967 ccm,,,,,Mild hybrid,,,,,,,,
966,porsche 992,61021815,Porsche,992,Grey,,Brown interior,Full leather interior,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x4,478 kW,,257 g/km,Euro 6d,,,,,,15 km,9/2023,New,11.7 l/100km (combined); 12.1 l/100km (city); 12.1 l/100km ,309799,EUR,Ventilated front seats; LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Burmester audio; Heated front seats; Apple CarPlay; WLAN/Wifi hotspot; Integrated music streaming,3 745 ccm,,,,,,,,,,,,,
967,peugeot 3008,61021816,Peugeot,3008,Red,,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,121 kW,,136 g/km,Euro 6,,,,,,51 309 km,8/2018,Used,5.7 l/100km (combined),25599,EUR,Head-up display; Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors,1 598 ccm,,,,,,,12/2024,,,,,,
968,peugeot expert,61021802,Peugeot,Expert,White,,Grey interior,Cloth interior,Cargo VAN,4/5 doors,,not published by the seller,Diesel,Manual,4x2,107 kW,,201 g/km,Euro 6,,,,,,7 890 km,8/2023,Used,7.6 l/100km (combined),33549,EUR,Apple CarPlay; Android auto; Bluetooth; On-board computer; Start-stop system; CD player; USB,1 997 ccm,,,,,,,,,,,,,
969,renault clio,61021791,Renault,Clio,Red,,,Cloth interior,Hatchback,4/5 doors,5,VF1RJA00667412576,Petrol,Manual,4x2,66 kW,,112 g/km,,,,,,,45 000 km,1/2021,Used,5.2 l/100km (combined),15799,EUR,LED headlights; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Automatic lights; Rain sensor,999 ccm,,,,,,,,,,,,,
970,peugeot 308,61021800,Peugeot,308,Green,Metallic,Black interior,Full leather interior,Hatchback,4/5 doors,,not published by the seller,Petrol,Manual,4x2,96 kW,,127 g/km,Euro 6,,,,,,15 km,6/2023,Used,5.3 l/100km (combined),28899,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,1 199 ccm,,,,,,,,,,,,,
971,audi a5,61021782,Audi,A5,Black,Metallic,Black interior,Alcantara interior,Coupe,2/3 doors,5,not published by the seller,Diesel,Automatic,4x2,140 kW,,117 g/km,Euro 6d-TEMP,,,,,,137 000 km,10/2019,,4.5 l/100km (combined); 5.1 l/100km (city); 4.2 l/100km ,27849,EUR,Keyless entry; Heated front seats; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats; Bi-xenon headlights; Bluetooth,1 968 ccm,03/2025,1.0,,,,,,,,,,,
972,renault captur,61021788,Renault,Captur,Red,,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,103 kW,,134 g/km,Euro 6,,,,,,18 526 km,4/2023,Used,5.6 l/100km (combined),25149,EUR,Navigation system; Traffic sign recognition; Rear parking camera; Automatic A/C; Rain sensor; Hill-start assist; Autom. dimming side mirros; Front electric windows; Alloy wheels,1 332 ccm,,1.0,,,,,12/2024,,,,,,
973,peugeot 208,61021777,Peugeot,208,Yellow,Metallic,Other interior color,Part leather interior,Hatchback,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,100 kW,,0 g/km,No emission class,,,,,,32 648 km,11/2020,,,20449,EUR,Digital cockpit; Keyless entry; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Traffic sign recognition; Bluetooth; Automatic A/C,,,1.0,,,,,,,,,,,
974,subaru forester,61021794,Subaru,Forester,Black,,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x4,111 kW,,172 g/km,No emission class,,,,,,43 666 km,8/2020,Used,8.1 l/100km (combined); 6.5 l/100km (city); 6.5 l/100km ,29799,EUR,Adaptive cruise control; Bluetooth; Xenon headlights; Automatic A/C; Multifunctional steering wheel; Side mirrors with electic adjustment; Start-stop system; Front electric windows; Alloy wheels,1 996 ccm,,,,,,,,1502.0,Spain,,,,
975,fiat ducato,61021789,Fiat,Ducato,Grey,Metallic,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,not published by the seller,Diesel,Manual,4x2,103 kW,,209 g/km,Euro 6d,,,,,,250 km,8/2023,,7.9 l/100km (combined); 8.9 l/100km (city); 7.4 l/100km ,40549,EUR,Digital cockpit; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Blind spot assist; Hill-start assist; Multifunctional steering wheel,2 184 ccm,08/2025,1.0,,,,,,,,,,,
976,porsche taycan,61021779,Porsche,Taycan,Grey,Metallic,Other interior color,Other interior material,Station Wagon,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,420 kW,,0 g/km,No emission class,Lithium-ion (Li-ion),5 h,22 min,160000 km,No,3 912 km,6/2023,Used,,132049,EUR,Ventilated front seats; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Keyless ignition; Panoramic roof; Navigation system; Heated steering wheel,,,,,93 kWh,,,,2340.0,,,,,
977,audi e-tron,61021790,Audi,e-tron,Blue,,,,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,300 kW,,0 g/km,Euro 6,Lithium-ion (Li-ion),10 h,30 min,160000 km,No,36 484 km,8/2020,Used,,52099,EUR,Front seats with memory; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Keyless ignition; Automatic multi-zone A/C; Panoramic roof; Voice control; Navigation system; Sport front seats,,,1.0,,95 kWh,,436 km,12/2025,,,,,,
978,volkswagen t6-california,61021787,Volkswagen,T6 California,Grey,,Grey interior,Cloth interior,Cargo VAN,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,110 kW,,179 g/km,Euro 6,,,,,,200 km,12/2023,,6.9 l/100km (combined); 6.8 l/100km (city); 5.8 l/100km ,80249,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Voice control,1 968 ccm,,1.0,,,,,,,,,,,
979,ford fiesta,61021780,Ford,Fiesta,Red,Metallic,Other interior color,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,62 kW,,107 g/km,No emission class,,,,,,11 792 km,9/2017,Used,4.7 l/100km (combined); 4.4 l/100km (city); 4.4 l/100km ,11199,EUR,Parking assist system self-steering; Heated front seats; Navigation system; Sport front seats; Bluetooth; Rain sensor; Light sensor; Lane assist; Hill-start assist; Daytime running lights,1 084 ccm,,,,,,,,1135.0,Austria,,,,
980,audi a5,61021786,Audi,A5,Blue,Metallic,Black interior,Full leather interior,Sedans / saloons,2/3 doors,4,not published by the seller,Diesel,Automatic,4x4,140 kW,,135 g/km,Euro 6,,,,,,119 000 km,12/2016,,5.1 l/100km (combined); 6.1 l/100km (city); 4.6 l/100km ,25049,EUR,Heated rear seats; Keyless entry; Electric adjustable front seats; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Sport front seats; Bi-xenon headlights,1 968 ccm,,,,,,,,,,,,,
981,bmw x4,61021781,BMW,X4,White,,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,240 kW,,0 g/km,Euro 6,,,,,,73 130 km,12/2019,,,48849,EUR,Heated rear seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,2 993 ccm,,2.0,,,,,,,,,,,
982,dacia duster,61021799,Dacia,Duster,Orange,Metallic,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,96 kW,,141 g/km,Euro 6d-TEMP,,,,,,20 km,11/2022,Used,6.2 l/100km (combined),26899,EUR,LED headlights; Heated front seats; Integrated music streaming; Bluetooth; Light sensor; Hill-start assist; Front collision warning system; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights,1 332 ccm,,,,,,,,1317.0,Germany,,,,
983,renault captur,61021793,Renault,Captur,Black,,,,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,85 kW,,108 g/km,Euro 6,,,,,,41 018 km,5/2020,Used,4.1 l/100km (combined); 4.4 l/100km (city); 3.9 l/100km ,20499,EUR,Paddle shifters; Traffic sign recognition; Automatic A/C; Rain sensor; Hill-start assist; Autom. dimming side mirros; Electrically heated side mirrors; Leather steering wheel,1 461 ccm,,1.0,,,,,12/2024,,,,,,
984,volkswagen golf,61021792,Volkswagen,Golf,Black,Metallic,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,,116 g/km,Euro 6d-TEMP,,,,,,86 519 km,9/2019,,5.1 l/100km (combined); 6.6 l/100km (city); 4.3 l/100km ,18899,EUR,LED headlights; Heated front seats; Voice control; Navigation system; Glare-free high beam headlights; Paddle shifters; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor,1 498 ccm,,1.0,,,,,,,,,,,
985,audi rs6,61021776,Audi,RS6,Black,Metallic,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,441 kW,,263 g/km,Euro 6d,,,,,No,10 km,9/2023,,11.5 l/100km (combined); 11.5 l/100km (city); 11.5 l/100km ,135699,EUR,Laser headlights; Ventilated front seats; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming,3 996 ccm,,,,,Mild hybrid,,,2175.0,,,,,
986,mini electric,61021797,MINI,Electric,Black,Metallic,Black interior,Full leather interior,Hatchback,2/3 doors,4,not published by the seller,Electric,Automatic,4x2,135 kW,,0 g/km,No emission class,,,,,,6 774 km,11/2021,,0 kWh/100km (combined),29549,EUR,Parking assist system self-steering; LED headlights; Keyless entry; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Apple CarPlay; Keyless ignition; Panoramic roof; Navigation system,,11/2024,1.0,,,,,,,,,,,
987,fiat 500l-cross,61021796,Fiat,500L Cross,Grey,,Other interior color,Other interior material,MPV,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,88 kW,,130 g/km,Euro 6,,,,,,77 630 km,5/2021,,5.4 l/100km (combined); 6.8 l/100km (city); 4.6 l/100km ,18849,EUR,Cornering lights; Alloy wheels,999 ccm,,1.0,,,,,,,,,,,
988,audi a6,61021784,Audi,A6,Grey,,Other interior color,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,140 kW,,119 g/km,Euro 6,,,,,,166 649 km,12/2017,,4.6 l/100km (combined),22249,EUR,LED headlights; Adaptive cruise control; Heated front seats; Navigation system; Sport front seats; Bluetooth; Sport-suspension system; Rain sensor; Light sensor; Parking sensors,1 968 ccm,,1.0,,,,,,,,,,,
989,mercedes-benz c-200,61021778,Mercedes-Benz,C 200,Grey,,Black interior,Part leather interior,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x2,135 kW,,143 g/km,Euro 6,,,,,,29 100 km,1/2017,Used,6.4 l/100km (combined); 6.4 l/100km (city); 6.4 l/100km ,34199,EUR,Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Bluetooth,1 991 ccm,,,,,,,,1665.0,Germany,,,,
990,land-rover range-rover-evoque,61021798,Land Rover,Range Rover Evoque,Silver,,Beige interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x4,132 kW,,150 g/km,Euro 6d-TEMP,,,,,,126 000 km,5/2019,Used,5.7 l/100km (combined); 5.5 l/100km (city); 5.5 l/100km ,32549,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Head-up display; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition,1 999 ccm,,,,,,,,1891.0,Italy,,,,
991,renault arkana,61021763,Renault,Arkana,Red,Metallic,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,103 kW,,132 g/km,Euro 6,,,,,,10 km,12/2023,,5.3 l/100km (combined),30699,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Traffic sign recognition,1 332 ccm,,1.0,,,,,,,,,,,
992,nissan x-trail,61021775,Nissan,X-Trail,Black,,Black interior,,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,110 kW,,0 g/km,Euro 6,,,,,,98 450 km,6/2019,Used,,24949,EUR,Keyless entry; Electric adjustable front seats; Heated front seats; Keyless ignition; Automatic multi-zone A/C; Heated steering wheel; Bluetooth; Automatic lights; Rain sensor; Parking sensors,1 749 ccm,,1.0,,,,,,,,,,,
993,mercedes-benz glc-350,61021766,Mercedes-Benz,GLC 350,Grey,,Grey interior,,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x4,235 kW,,59 g/km,Euro 6,,,,,No,59 644 km,3/2017,Used,,34599,EUR,Head-up display; Automatic multi-zone A/C; Panoramic roof; Automatic lights; Rain sensor; Blind spot assist; DVD player; Electrically foldable side mirrors; Automatic parking brake; On-board computer,1 991 ccm,,1.0,,,Full hybrid,,12/2024,,,,13 l/100km,,
994,peugeot 308,61021772,Peugeot,308,,Metallic,Black interior,Part leather interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,96 kW,,126 g/km,No emission class,,,,,,40 655 km,6/2022,Used,5.3 l/100km (combined),22149,EUR,LED headlights; Digital cockpit; Apple CarPlay; Android auto; Bluetooth; Blind spot assist; Parking sensors; Side mirrors with electic adjustment; USB; AUX,1 200 ccm,,,,,,,,,,,,,
995,volkswagen t-cross,61021770,Volkswagen,T-Cross,,,Other interior color,Other interior material,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Automatic,4x2,110 kW,,118 g/km,No emission class,,,,,,1 km,9/2023,New,6 l/100km (combined); 6 l/100km (city); 6 l/100km ,27649,EUR,LED headlights; Digital cockpit; Smartphone mirroring; Apple CarPlay; Android auto; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Bluetooth,1 498 ccm,,,,,,,,1324.0,,,,,
996,nissan leaf,61021762,Nissan,Leaf,White,,Grey interior,Full leather interior,Hatchback,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,160 kW,160 kW,0 g/km,No emission class,Lithium-ion (Li-ion),12 h,34 min,160000 km,No,29 790 km,7/2020,Used,,31099,EUR,Heated front seats; Navigation system; Bluetooth; Leather; Automatic A/C; Rain sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; On-board computer; Front electric windows,,,,,62 kWh,,,,1656.0,Netherlands,,,,
997,renault captur,61021767,Renault,Captur,,,Other interior color,Other interior material,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Manual,4x2,67 kW,,122 g/km,No emission class,,,,,,1 km,9/2023,New,5.4 l/100km (combined); 6 l/100km (city); 6 l/100km ,21499,EUR,Traffic sign recognition; Hill-start assist; Side mirrors with electic adjustment; On-board computer; Alarm,999 ccm,,,,,,,,1257.0,,,,,
998,dacia duster,61021769,Dacia,Duster,White,,,,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,85 kW,,110 g/km,Euro 6,,,,,,66 380 km,2/2019,Used,4.2 l/100km (combined); 4.7 l/100km (city); 3.9 l/100km ,17449,EUR,Navigation system; Rear parking camera; Automatic A/C; Automatic lights; Daytime running lights; Electrically heated side mirrors; On-board computer; Front electric windows,1 461 ccm,,1.0,,,,,06/2024,,,,,,
999,mazda 3,61021756,Mazda,3,Blue,Metallic,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,90 kW,,117 g/km,Euro 6d-TEMP,,,,,No,42 400 km,8/2019,,5.4 l/100km (combined); 6.5 l/100km (city); 4.3 l/100km ,20349,EUR,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,1 998 ccm,12/2025,1.0,,,Mild hybrid,,,,,,,,
1000,ferrari 812,61021771,Ferrari,812,Black,,Other interior color,Other interior material,Coupe,2/3 doors,2,not published by the seller,Petrol,Automatic,4x2,588 kW,,356 g/km,No emission class,,,,,,16 500 km,3/2019,Used,14.9 l/100km (combined); 14.9 l/100km (city); 14.9 l/100km ,394349,EUR,Automatic A/C; Rain sensor; Light sensor; Multifunctional steering wheel; Front electric windows; Alloy wheels,6 496 ccm,,,,,,,,1525.0,Spain,,,,
1001,renault clio,61021774,Renault,Clio,Grey,Metallic,Grey interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,74 kW,,0 g/km,Euro 6d-TEMP,,,,,,20 453 km,1/2023,Used,,19299,EUR,LED headlights; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Heated steering wheel; Traffic sign recognition; Bluetooth,1 461 ccm,,,,,,,,1248.0,Germany,,,,
1002,volkswagen golf,61021761,Volkswagen,Golf,Grey,,Black interior,Velour interior,Hatchback,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,180 kW,85 kW,106 g/km,Euro 6d-TEMP,Lithium-ion (Li-ion),4 h,,,No,27 359 km,2/2021,Used,4.6 l/100km (combined),28899,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Paddle shifters; Sport front seats,1 395 ccm,,,110 kW,13 kWh,Plug-in hybrid,,,1527.0,,,,,
